Expiry,Maturity,Strike,Vol
14,2920,400,64.84
14,2920,450,64.84
14,2920,500,64.84
14,2920,550,64.84
14,2920,600,64.84
14,2920,650,64.84
14,2920,700,64.84
14,2920,750,64.84
14,3285,-350,68.87
14,3285,-300,68.87
14,3285,-250,68.87
14,3285,-200,68.87
14,3285,-150,68.87
14,3285,-100,68.87
14,3285,-80,68.87
14,3285,-60,68.87
14,3285,-40,68.87
14,3285,-30,68.87
14,3285,-20,68.87
14,3285,-10,64.43
14,3285,0,64.26
14,3285,10,69.15
14,3285,20,71.88
14,3285,30,71.88
14,3285,40,71.88
14,3285,60,71.88
14,3285,80,71.88
14,3285,100,71.88
14,3285,150,71.88
14,3285,200,71.88
14,3285,250,71.88
14,3285,300,71.88
14,3285,350,71.88
14,3285,400,71.88
14,3285,450,71.88
14,3285,500,71.88
14,3285,550,71.88
14,3285,600,71.88
14,3285,650,71.88
14,3285,700,71.88
14,3285,750,71.88
14,3650,-350,71.24
14,3650,-300,71.24
14,3650,-250,71.24
14,3650,-200,71.24
14,3650,-150,71.24
14,3650,-100,71.24
14,3650,-80,71.24
14,3650,-60,71.24
14,3650,-40,71.24
14,3650,-30,71.24
14,3650,-20,71.24
14,3650,-10,68.86
14,3650,0,67.04
14,3650,10,68.27
14,3650,20,71.93
14,3650,30,71.93
14,3650,40,71.93
14,3650,60,71.93
14,3650,80,71.93
14,3650,100,71.93
14,3650,150,71.93
14,3650,200,71.93
14,3650,250,71.93
14,3650,300,71.93
14,3650,350,71.93
14,3650,400,71.93
14,3650,450,71.93
14,3650,500,71.93
14,3650,550,71.93
14,3650,600,71.93
14,3650,650,71.93
14,3650,700,71.93
14,3650,750,71.93
14,4380,-400,71.33
14,4380,-350,71.33
14,4380,-300,71.33
14,4380,-250,71.33
14,4380,-200,71.33
14,4380,-150,71.33
14,4380,-100,71.33
14,4380,-80,71.33
14,4380,-60,71.33
14,4380,-40,71.33
14,4380,-30,71.33
14,4380,-20,71.33
14,4380,-10,67.87
14,4380,0,70.91
14,4380,10,69.1
14,4380,20,64.91
14,4380,30,64.91
14,4380,40,64.91
14,4380,60,64.91
14,4380,80,64.91
14,4380,100,64.91
14,4380,150,64.91
14,4380,200,64.91
14,4380,250,64.91
14,4380,300,64.91
14,4380,350,64.91
14,4380,400,64.91
14,4380,450,64.91
14,4380,500,64.91
14,4380,550,64.91
14,4380,600,64.91
14,4380,650,64.91
14,4380,700,64.91
14,4380,750,64.91
14,5475,-400,74.38
14,5475,-350,74.38
14,5475,-300,74.38
14,5475,-250,74.38
14,5475,-200,74.38
14,5475,-150,74.38
14,5475,-100,74.38
14,5475,-80,74.38
14,5475,-60,74.38
14,5475,-40,74.38
14,5475,-30,74.38
14,5475,-20,74.38
14,5475,-10,68.74
14,5475,0,66.41
14,5475,10,66.32
14,5475,20,71.99
14,5475,30,71.99
14,5475,40,71.99
14,5475,60,71.99
14,5475,80,71.99
14,5475,100,71.99
14,5475,150,71.99
14,5475,200,71.99
14,5475,250,71.99
14,5475,300,71.99
14,5475,350,71.99
14,5475,400,71.99
14,5475,450,71.99
14,5475,500,71.99
14,5475,550,71.99
14,5475,600,71.99
14,5475,650,71.99
14,5475,700,71.99
14,5475,750,71.99
14,7300,-400,62.3
14,7300,-350,62.3
14,7300,-300,62.3
14,7300,-250,62.3
14,7300,-200,62.3
14,7300,-150,62.3
14,7300,-100,62.3
14,7300,-80,62.3
14,7300,-60,62.3
14,7300,-40,62.3
14,7300,-30,62.3
14,7300,-20,62.3
14,7300,-10,67.66
14,7300,0,68.26
14,7300,10,62.69
14,7300,20,62.61
14,7300,30,62.61
14,7300,40,62.61
14,7300,60,62.61
14,7300,80,62.61
14,7300,100,62.61
14,7300,150,62.61
14,7300,200,62.61
14,7300,250,62.61
14,7300,300,62.61
14,7300,350,62.61
14,7300,400,62.61
14,7300,450,62.61
14,7300,500,62.61
14,7300,550,62.61
14,7300,600,62.61
14,7300,650,62.61
14,7300,700,62.61
14,7300,750,62.61
14,9125,-400,62.79
14,9125,-350,62.79
14,9125,-300,62.79
14,9125,-250,62.79
14,9125,-200,62.79
14,9125,-150,62.79
14,9125,-100,62.79
14,9125,-80,62.79
14,9125,-60,62.79
14,9125,-40,62.79
14,9125,-30,62.79
14,9125,-20,62.79
14,9125,-10,68.98
14,9125,0,69.02
14,9125,10,64.43
14,9125,20,67.42
14,9125,30,67.42
14,9125,40,67.42
14,9125,60,67.42
14,9125,80,67.42
14,9125,100,67.42
14,9125,150,67.42
14,9125,200,67.42
14,9125,250,67.42
14,9125,300,67.42
14,9125,350,67.42
14,9125,400,67.42
14,9125,450,67.42
14,9125,500,67.42
14,9125,550,67.42
14,9125,600,67.42
14,9125,650,67.42
14,9125,700,67.42
14,9125,750,67.42
14,10950,-400,67.85
14,10950,-350,67.85
14,10950,-300,67.85
14,10950,-250,67.85
14,10950,-200,67.85
14,10950,-150,67.85
14,10950,-100,67.85
14,10950,-80,67.85
14,10950,-60,67.85
14,10950,-40,67.85
14,10950,-30,67.85
14,10950,-20,67.85
14,10950,-10,67.84
14,10950,0,68.24
14,10950,10,65.09
14,10950,20,65.09
14,10950,30,65.09
14,10950,40,65.09
14,10950,60,65.09
14,10950,80,65.09
14,10950,100,65.09
14,10950,150,65.09
14,10950,200,65.09
14,10950,250,65.09
14,10950,300,65.09
14,10950,350,65.09
14,10950,400,65.09
14,10950,450,65.09
14,10950,500,65.09
14,10950,550,65.09
14,10950,600,65.09
14,10950,650,65.09
14,10950,700,65.09
14,10950,750,65.09
30,365,-250,29.98
30,365,-200,29.98
30,365,-150,29.98
30,365,-100,29.98
30,365,-80,29.98
30,365,-60,29.98
30,365,-40,29.98
30,365,-30,29.98
30,365,-20,29.98
30,365,-10,29.98
30,365,0,32.7
30,365,10,34.65
30,365,20,34.65
30,365,30,34.65
30,365,40,34.65
30,365,60,34.65
30,365,80,34.65
30,365,100,34.65
30,365,150,34.65
30,365,200,34.65
30,365,250,34.65
30,365,300,34.65
30,365,350,34.65
30,365,400,34.65
30,365,450,34.65
30,365,500,34.65
30,365,550,34.65
30,365,600,34.65
30,365,650,34.65
30,365,700,34.65
30,365,750,34.65
30,730,-300,48.43
30,730,-250,48.43
30,730,-200,48.43
30,730,-150,48.43
30,730,-100,48.43
30,730,-80,48.43
30,730,-60,48.43
30,730,-40,48.43
30,730,-30,48.43
30,730,-20,48.43
30,730,-10,44.91
30,730,0,46.08
30,730,10,47.76
30,730,20,50.68
30,730,30,50.68
30,730,40,50.68
30,730,60,50.68
30,730,80,50.68
30,730,100,50.68
30,730,150,50.68
30,730,200,50.68
30,730,250,50.68
30,730,300,50.68
30,730,350,50.68
30,730,400,50.68
30,730,450,50.68
30,730,500,50.68
30,730,550,50.68
30,730,600,50.68
30,730,650,50.68
30,730,700,50.68
30,730,750,50.68
30,1095,-300,59.61
30,1095,-250,59.61
30,1095,-200,59.61
30,1095,-150,59.61
30,1095,-100,59.61
30,1095,-80,59.61
30,1095,-60,59.61
30,1095,-40,59.61
30,1095,-30,59.61
30,1095,-20,59.61
30,1095,-10,56.51
30,1095,0,53.71
30,1095,10,57.91
30,1095,20,57.9
30,1095,30,57.9
30,1095,40,57.9
30,1095,60,57.9
30,1095,80,57.9
30,1095,100,57.9
30,1095,150,57.9
30,1095,200,57.9
30,1095,250,57.9
30,1095,300,57.9
30,1095,350,57.9
30,1095,400,57.9
30,1095,450,57.9
30,1095,500,57.9
30,1095,550,57.9
30,1095,600,57.9
30,1095,650,57.9
30,1095,700,57.9
30,1095,750,57.9
30,1460,-350,65.88
30,1460,-300,65.88
30,1460,-250,65.88
30,1460,-200,65.88
30,1460,-150,65.88
30,1460,-100,65.88
30,1460,-80,65.88
30,1460,-60,65.88
30,1460,-40,65.88
30,1460,-30,65.88
30,1460,-20,65.88
30,1460,-10,65.45
30,1460,0,63.81
30,1460,10,68.26
30,1460,20,68.25
30,1460,30,68.25
30,1460,40,68.25
30,1460,60,68.25
30,1460,80,68.25
30,1460,100,68.25
30,1460,150,68.25
30,1460,200,68.25
30,1460,250,68.25
30,1460,300,68.25
30,1460,350,68.25
30,1460,400,68.25
30,1460,450,68.25
30,1460,500,68.25
30,1460,550,68.25
30,1460,600,68.25
30,1460,650,68.25
30,1460,700,68.25
30,1460,750,68.25
30,1825,-350,67.3
30,1825,-300,67.3
30,1825,-250,67.3
30,1825,-200,67.3
30,1825,-150,67.3
30,1825,-100,67.3
30,1825,-80,67.3
30,1825,-60,67.3
30,1825,-40,67.3
30,1825,-30,67.3
30,1825,-20,67.3
30,1825,-10,65.55
30,1825,0,67.54
30,1825,10,66.77
30,1825,20,68.96
30,1825,30,71.12
30,1825,40,71.12
30,1825,60,71.12
30,1825,80,71.12
30,1825,100,71.12
30,1825,150,71.12
30,1825,200,71.12
30,1825,250,71.12
30,1825,300,71.12
30,1825,350,71.12
30,1825,400,71.12
30,1825,450,71.12
30,1825,500,71.12
30,1825,550,71.12
30,1825,600,71.12
30,1825,650,71.12
30,1825,700,71.12
30,1825,750,71.12
30,2190,-350,74.53
30,2190,-300,74.53
30,2190,-250,74.53
30,2190,-200,74.53
30,2190,-150,74.53
30,2190,-100,74.53
30,2190,-80,74.53
30,2190,-60,74.53
30,2190,-40,74.53
30,2190,-30,74.53
30,2190,-20,71.23
30,2190,-10,70.29
30,2190,0,69.08
30,2190,10,72.39
30,2190,20,72.39
30,2190,30,72.39
30,2190,40,72.39
30,2190,60,72.39
30,2190,80,72.39
30,2190,100,72.39
30,2190,150,72.39
30,2190,200,72.39
30,2190,250,72.39
30,2190,300,72.39
30,2190,350,72.39
30,2190,400,72.39
30,2190,450,72.39
30,2190,500,72.39
30,2190,550,72.39
30,2190,600,72.39
30,2190,650,72.39
30,2190,700,72.39
30,2190,750,72.39
30,2555,-350,71.62
30,2555,-300,71.62
30,2555,-250,71.62
30,2555,-200,71.62
30,2555,-150,71.62
30,2555,-100,71.62
30,2555,-80,71.62
30,2555,-60,71.62
30,2555,-40,71.62
30,2555,-30,71.62
30,2555,-20,70.47
30,2555,-10,66.29
30,2555,0,67.97
30,2555,10,64.68
30,2555,20,67.67
30,2555,30,77.59
30,2555,40,77.59
30,2555,60,77.59
30,2555,80,77.59
30,2555,100,77.59
30,2555,150,77.59
30,2555,200,77.59
30,2555,250,77.59
30,2555,300,77.59
30,2555,350,77.59
30,2555,400,77.59
30,2555,450,77.59
30,2555,500,77.59
30,2555,550,77.59
30,2555,600,77.59
30,2555,650,77.59
30,2555,700,77.59
30,2555,750,77.59
30,2920,-350,72.92
30,2920,-300,72.92
30,2920,-250,72.92
30,2920,-200,72.92
30,2920,-150,72.92
30,2920,-100,72.92
30,2920,-80,72.92
30,2920,-60,72.92
30,2920,-40,72.92
30,2920,-30,72.92
30,2920,-20,68.84
30,2920,-10,71.06
30,2920,0,72.46
30,2920,10,68.48
30,2920,20,72.19
30,2920,30,76.04
30,2920,40,76.04
30,2920,60,76.04
30,2920,80,76.04
30,2920,100,76.04
30,2920,150,76.04
30,2920,200,76.04
30,2920,250,76.04
30,2920,300,76.04
30,2920,350,76.04
30,2920,400,76.04
30,2920,450,76.04
30,2920,500,76.04
30,2920,550,76.04
30,2920,600,76.04
30,2920,650,76.04
30,2920,700,76.04
30,2920,750,76.04
30,3285,-350,66.71
30,3285,-300,66.71
30,3285,-250,66.71
30,3285,-200,66.71
30,3285,-150,66.71
30,3285,-100,66.71
30,3285,-80,66.71
30,3285,-60,66.71
30,3285,-40,66.71
30,3285,-30,66.71
30,3285,-20,67.4
30,3285,-10,70.64
30,3285,0,71.67
30,3285,10,62.09
30,3285,20,63.99
30,3285,30,69.63
30,3285,40,69.63
30,3285,60,69.63
30,3285,80,69.63
30,3285,100,69.63
30,3285,150,69.63
30,3285,200,69.63
30,3285,250,69.63
30,3285,300,69.63
30,3285,350,69.63
30,3285,400,69.63
30,3285,450,69.63
30,3285,500,69.63
30,3285,550,69.63
30,3285,600,69.63
30,3285,650,69.63
30,3285,700,69.63
30,3285,750,69.63
30,3650,-350,64.59
30,3650,-300,64.59
30,3650,-250,64.59
30,3650,-200,64.59
30,3650,-150,64.59
30,3650,-100,64.59
30,3650,-80,64.59
30,3650,-60,64.59
30,3650,-40,64.59
30,3650,-30,64.59
30,3650,-20,70.27
30,3650,-10,67.18
30,3650,0,64.68
30,3650,10,66.4
30,3650,20,66.51
30,3650,30,66.61
30,3650,40,66.61
30,3650,60,66.61
30,3650,80,66.61
30,3650,100,66.61
30,3650,150,66.61
30,3650,200,66.61
30,3650,250,66.61
30,3650,300,66.61
30,3650,350,66.61
30,3650,400,66.61
30,3650,450,66.61
30,3650,500,66.61
30,3650,550,66.61
30,3650,600,66.61
30,3650,650,66.61
30,3650,700,66.61
30,3650,750,66.61
30,4380,-400,72.03
30,4380,-350,72.03
30,4380,-300,72.03
30,4380,-250,72.03
30,4380,-200,72.03
30,4380,-150,72.03
30,4380,-100,72.03
30,4380,-80,72.03
30,4380,-60,72.03
30,4380,-40,72.03
30,4380,-30,72.03
30,4380,-20,71.09
30,4380,-10,69.63
30,4380,0,67.27
30,4380,10,65.86
30,4380,20,66.51
30,4380,30,67.16
30,4380,40,67.16
30,4380,60,67.16
30,4380,80,67.16
30,4380,100,67.16
30,4380,150,67.16
30,4380,200,67.16
30,4380,250,67.16
30,4380,300,67.16
30,4380,350,67.16
30,4380,400,67.16
30,4380,450,67.16
30,4380,500,67.16
30,4380,550,67.16
30,4380,600,67.16
30,4380,650,67.16
30,4380,700,67.16
30,4380,750,67.16
30,5475,-400,69.25
30,5475,-350,69.25
30,5475,-300,69.25
30,5475,-250,69.25
30,5475,-200,69.25
30,5475,-150,69.25
30,5475,-100,69.25
30,5475,-80,69.25
30,5475,-60,69.25
30,5475,-40,69.25
30,5475,-30,69.25
30,5475,-20,67.65
30,5475,-10,66.98
30,5475,0,66.74
30,5475,10,64.98
30,5475,20,64.63
30,5475,30,64.21
30,5475,40,64.21
30,5475,60,64.21
30,5475,80,64.21
30,5475,100,64.21
30,5475,150,64.21
30,5475,200,64.21
30,5475,250,64.21
30,5475,300,64.21
30,5475,350,64.21
30,5475,400,64.21
30,5475,450,64.21
30,5475,500,64.21
30,5475,550,64.21
30,5475,600,64.21
30,5475,650,64.21
30,5475,700,64.21
30,5475,750,64.21
30,7300,-400,67.7
30,7300,-350,67.7
30,7300,-300,67.7
30,7300,-250,67.7
30,7300,-200,67.7
30,7300,-150,67.7
30,7300,-100,67.7
30,7300,-80,67.7
30,7300,-60,67.7
30,7300,-40,67.7
30,7300,-30,67.7
30,7300,-20,67.55
30,7300,-10,66.44
30,7300,0,65.94
30,7300,10,64.48
30,7300,20,68.01
30,7300,30,72.74
30,7300,40,72.74
30,7300,60,72.74
30,7300,80,72.74
30,7300,100,72.74
30,7300,150,72.74
30,7300,200,72.74
30,7300,250,72.74
30,7300,300,72.74
30,7300,350,72.74
30,7300,400,72.74
30,7300,450,72.74
30,7300,500,72.74
30,7300,550,72.74
30,7300,600,72.74
30,7300,650,72.74
30,7300,700,72.74
30,7300,750,72.74
30,9125,-400,67.4
30,9125,-350,67.4
30,9125,-300,67.4
30,9125,-250,67.4
30,9125,-200,67.4
30,9125,-150,67.4
30,9125,-100,67.4
30,9125,-80,67.4
30,9125,-60,67.4
30,9125,-40,67.4
30,9125,-30,67.4
30,9125,-20,68.24
30,9125,-10,69.07
30,9125,0,64.85
30,9125,10,64.65
30,9125,20,64.08
30,9125,30,67.44
30,9125,40,67.44
30,9125,60,67.44
30,9125,80,67.44
30,9125,100,67.44
30,9125,150,67.44
30,9125,200,67.44
30,9125,250,67.44
30,9125,300,67.44
30,9125,350,67.44
30,9125,400,67.44
30,9125,450,67.44
30,9125,500,67.44
30,9125,550,67.44
30,9125,600,67.44
30,9125,650,67.44
30,9125,700,67.44
30,9125,750,67.44
30,10950,-400,69.89
30,10950,-350,69.89
30,10950,-300,69.89
30,10950,-250,69.89
30,10950,-200,69.89
30,10950,-150,69.89
30,10950,-100,69.89
30,10950,-80,69.89
30,10950,-60,69.89
30,10950,-40,69.89
30,10950,-30,69.89
30,10950,-20,63.0
30,10950,-10,60.06
30,10950,0,63.87
30,10950,10,67.0
30,10950,20,67.83
30,10950,30,67.83
30,10950,40,67.83
30,10950,60,67.83
30,10950,80,67.83
30,10950,100,67.83
30,10950,150,67.83
30,10950,200,67.83
30,10950,250,67.83
30,10950,300,67.83
30,10950,350,67.83
30,10950,400,67.83
30,10950,450,67.83
30,10950,500,67.83
30,10950,550,67.83
30,10950,600,67.83
30,10950,650,67.83
30,10950,700,67.83
30,10950,750,67.83
90,365,-300,36.63
90,365,-200,36.63
90,365,-150,36.63
90,365,-100,36.63
90,365,-80,36.63
90,365,-60,36.63
90,365,-50,36.63
90,365,-40,36.63
90,365,-30,36.63
90,365,-20,36.63
90,365,-10,36.36
90,365,0,36.67
90,365,10,37.99
90,365,20,39.86
90,365,30,40.95
90,365,40,40.95
90,365,50,40.95
90,365,60,40.95
90,365,80,40.95
90,365,100,40.95
90,365,150,40.95
90,365,200,40.95
90,365,300,40.95
90,365,400,40.95
90,365,500,40.95
90,365,600,40.95
90,365,700,40.95
90,365,800,40.95
90,730,-300,52.42
90,730,-200,52.42
90,730,-150,52.42
90,730,-100,52.42
90,730,-80,52.42
90,730,-60,52.42
90,730,-50,52.42
90,730,-40,52.42
90,730,-30,51.23
90,730,-20,49.52
90,730,-10,48.14
90,730,0,49.64
90,730,10,49.01
90,730,20,53.21
90,730,30,53.02
90,730,40,57.47
90,730,50,57.47
90,730,60,57.47
90,730,80,57.47
90,730,100,57.47
90,730,150,57.47
90,730,200,57.47
90,730,300,57.47
90,730,400,57.47
90,730,500,57.47
90,730,600,57.47
90,730,700,57.47
90,730,800,57.47
90,1095,-300,70.11
90,1095,-200,70.11
90,1095,-150,70.11
90,1095,-100,70.11
90,1095,-80,70.11
90,1095,-60,70.11
90,1095,-50,70.11
90,1095,-40,70.11
90,1095,-30,64.58
90,1095,-20,61.77
90,1095,-10,59.99
90,1095,0,60.59
90,1095,10,68.98
90,1095,20,68.31
90,1095,30,66.09
90,1095,40,66.34
90,1095,50,66.62
90,1095,60,66.62
90,1095,80,66.62
90,1095,100,66.62
90,1095,150,66.62
90,1095,200,66.62
90,1095,300,66.62
90,1095,400,66.62
90,1095,500,66.62
90,1095,600,66.62
90,1095,700,66.62
90,1095,800,66.62
90,1460,-300,76.61
90,1460,-200,76.61
90,1460,-150,76.61
90,1460,-100,76.61
90,1460,-80,76.61
90,1460,-60,76.61
90,1460,-50,73.67
90,1460,-40,69.85
90,1460,-30,63.49
90,1460,-20,69.17
90,1460,-10,72.49
90,1460,0,71.74
90,1460,10,68.3
90,1460,20,66.93
90,1460,30,72.53
90,1460,40,71.96
90,1460,50,71.39
90,1460,60,77.67
90,1460,80,77.67
90,1460,100,77.67
90,1460,150,77.67
90,1460,200,77.67
90,1460,300,77.67
90,1460,400,77.67
90,1460,500,77.67
90,1460,600,77.67
90,1460,700,77.67
90,1460,800,77.67
90,1825,-300,77.03
90,1825,-200,77.03
90,1825,-150,77.03
90,1825,-100,77.03
90,1825,-80,77.03
90,1825,-60,77.03
90,1825,-50,77.03
90,1825,-40,77.03
90,1825,-30,75.26
90,1825,-20,73.4
90,1825,-10,72.02
90,1825,0,75.0
90,1825,10,77.71
90,1825,20,77.77
90,1825,30,77.83
90,1825,40,77.52
90,1825,50,74.96
90,1825,60,74.58
90,1825,80,74.58
90,1825,100,74.58
90,1825,150,74.58
90,1825,200,74.58
90,1825,300,74.58
90,1825,400,74.58
90,1825,500,74.58
90,1825,600,74.58
90,1825,700,74.58
90,1825,800,74.58
90,2190,-300,80.49
90,2190,-200,80.49
90,2190,-150,80.49
90,2190,-100,80.49
90,2190,-80,80.49
90,2190,-60,80.49
90,2190,-50,81.54
90,2190,-40,77.32
90,2190,-30,75.51
90,2190,-20,73.99
90,2190,-10,76.8
90,2190,0,77.24
90,2190,10,75.27
90,2190,20,80.35
90,2190,30,79.67
90,2190,40,78.91
90,2190,50,83.2
90,2190,60,85.69
90,2190,80,85.69
90,2190,100,85.69
90,2190,150,85.69
90,2190,200,85.69
90,2190,300,85.69
90,2190,400,85.69
90,2190,500,85.69
90,2190,600,85.69
90,2190,700,85.69
90,2190,800,85.69
90,2555,-300,81.05
90,2555,-200,81.05
90,2555,-150,81.05
90,2555,-100,81.05
90,2555,-80,81.05
90,2555,-60,81.05
90,2555,-50,81.8
90,2555,-40,77.92
90,2555,-30,79.22
90,2555,-20,80.57
90,2555,-10,78.01
90,2555,0,76.08
90,2555,10,76.5
90,2555,20,77.5
90,2555,30,70.39
90,2555,40,73.67
90,2555,50,79.16
90,2555,60,79.72
90,2555,80,79.72
90,2555,100,79.72
90,2555,150,79.72
90,2555,200,79.72
90,2555,300,79.72
90,2555,400,79.72
90,2555,500,79.72
90,2555,600,79.72
90,2555,700,79.72
90,2555,800,79.72
90,2920,-300,84.99
90,2920,-200,84.99
90,2920,-150,84.99
90,2920,-100,84.99
90,2920,-80,84.99
90,2920,-60,84.99
90,2920,-50,81.13
90,2920,-40,76.36
90,2920,-30,78.76
90,2920,-20,80.23
90,2920,-10,76.98
90,2920,0,75.32
90,2920,10,73.31
90,2920,20,69.11
90,2920,30,71.63
90,2920,40,76.5
90,2920,50,82.03
90,2920,60,82.03
90,2920,80,82.03
90,2920,100,82.03
90,2920,150,82.03
90,2920,200,82.03
90,2920,300,82.03
90,2920,400,82.03
90,2920,500,82.03
90,2920,600,82.03
90,2920,700,82.03
90,2920,800,82.03
90,3285,-300,87.73
90,3285,-200,87.73
90,3285,-150,87.73
90,3285,-100,87.73
90,3285,-80,87.73
90,3285,-60,87.73
90,3285,-50,78.03
90,3285,-40,76.15
90,3285,-30,74.31
90,3285,-20,72.64
90,3285,-10,77.84
90,3285,0,77.49
90,3285,10,75.47
90,3285,20,78.72
90,3285,30,77.5
90,3285,40,76.54
90,3285,50,78.1
90,3285,60,75.7
90,3285,80,75.7
90,3285,100,75.7
90,3285,150,75.7
90,3285,200,75.7
90,3285,300,75.7
90,3285,400,75.7
90,3285,500,75.7
90,3285,600,75.7
90,3285,700,75.7
90,3285,800,75.7
90,3650,-400,79.9
90,3650,-300,79.9
90,3650,-200,79.9
90,3650,-150,79.9
90,3650,-100,79.9
90,3650,-80,79.9
90,3650,-60,79.9
90,3650,-50,80.18
90,3650,-40,80.58
90,3650,-30,73.66
90,3650,-20,68.73
90,3650,-10,73.02
90,3650,0,74.13
90,3650,10,76.66
90,3650,20,77.17
90,3650,30,76.45
90,3650,40,80.14
90,3650,50,81.81
90,3650,60,83.07
90,3650,80,83.07
90,3650,100,83.07
90,3650,150,83.07
90,3650,200,83.07
90,3650,300,83.07
90,3650,400,83.07
90,3650,500,83.07
90,3650,600,83.07
90,3650,700,83.07
90,4380,-400,82.04
90,4380,-300,82.04
90,4380,-200,82.04
90,4380,-150,82.04
90,4380,-100,82.04
90,4380,-80,82.04
90,4380,-60,82.04
90,4380,-50,78.75
90,4380,-40,76.44
90,4380,-30,75.76
90,4380,-20,70.06
90,4380,-10,72.14
90,4380,0,76.54
90,4380,10,72.33
90,4380,20,73.04
90,4380,30,76.14
90,4380,40,80.6
90,4380,50,82.42
90,4380,60,83.06
90,4380,80,83.06
90,4380,100,83.06
90,4380,150,83.06
90,4380,200,83.06
90,4380,300,83.06
90,4380,400,83.06
90,4380,500,83.06
90,4380,600,83.06
90,4380,700,83.06
90,5475,-400,75.02
90,5475,-300,75.02
90,5475,-200,75.02
90,5475,-150,75.02
90,5475,-100,75.02
90,5475,-80,75.02
90,5475,-60,75.02
90,5475,-50,76.59
90,5475,-40,77.01
90,5475,-30,77.55
90,5475,-20,81.46
90,5475,-10,80.83
90,5475,0,80.53
90,5475,10,71.31
90,5475,20,71.83
90,5475,30,72.55
90,5475,40,69.94
90,5475,50,70.61
90,5475,60,79.62
90,5475,80,79.62
90,5475,100,79.62
90,5475,150,79.62
90,5475,200,79.62
90,5475,300,79.62
90,5475,400,79.62
90,5475,500,79.62
90,5475,600,79.62
90,5475,700,79.62
90,7300,-400,79.18
90,7300,-300,79.18
90,7300,-200,79.18
90,7300,-150,79.18
90,7300,-100,79.18
90,7300,-80,79.18
90,7300,-60,79.18
90,7300,-50,76.41
90,7300,-40,75.59
90,7300,-30,74.86
90,7300,-20,73.81
90,7300,-10,73.28
90,7300,0,73.08
90,7300,10,74.71
90,7300,20,78.04
90,7300,30,76.92
90,7300,40,75.51
90,7300,50,80.61
90,7300,60,80.61
90,7300,80,80.61
90,7300,100,80.61
90,7300,150,80.61
90,7300,200,80.61
90,7300,300,80.61
90,7300,400,80.61
90,7300,500,80.61
90,7300,600,80.61
90,7300,700,80.61
90,9125,-400,75.13
90,9125,-300,75.13
90,9125,-200,75.13
90,9125,-150,75.13
90,9125,-100,75.13
90,9125,-80,75.13
90,9125,-60,75.13
90,9125,-50,75.13
90,9125,-40,70.44
90,9125,-30,72.83
90,9125,-20,74.49
90,9125,-10,71.61
90,9125,0,72.17
90,9125,10,73.67
90,9125,20,76.58
90,9125,30,77.86
90,9125,40,69.38
90,9125,50,71.7
90,9125,60,79.43
90,9125,80,79.43
90,9125,100,79.43
90,9125,150,79.43
90,9125,200,79.43
90,9125,300,79.43
90,9125,400,79.43
90,9125,500,79.43
90,9125,600,79.43
90,9125,700,79.43
90,10950,-400,74.25
90,10950,-300,74.25
90,10950,-200,74.25
90,10950,-150,74.25
90,10950,-100,74.25
90,10950,-80,74.25
90,10950,-60,74.25
90,10950,-50,77.35
90,10950,-40,74.64
90,10950,-30,71.62
90,10950,-20,66.83
90,10950,-10,63.94
90,10950,0,69.68
90,10950,10,69.82
90,10950,20,74.42
90,10950,30,75.99
90,10950,40,76.78
90,10950,50,77.68
90,10950,60,78.71
90,10950,80,78.71
90,10950,100,78.71
90,10950,150,78.71
90,10950,200,78.71
90,10950,300,78.71
90,10950,400,78.71
90,10950,500,78.71
90,10950,600,78.71
90,10950,700,78.71
180,365,-300,46.17
180,365,-200,46.17
180,365,-150,46.17
180,365,-100,46.17
180,365,-80,46.17
180,365,-60,46.17
180,365,-50,46.17
180,365,-40,46.17
180,365,-30,43.26
180,365,-20,41.94
180,365,-10,40.92
180,365,0,43.49
180,365,10,42.23
180,365,20,45.11
180,365,30,45.28
180,365,40,43.47
180,365,50,45.5
180,365,60,45.5
180,365,80,45.5
180,365,100,45.5
180,365,150,45.5
180,365,200,45.5
180,365,300,45.5
180,365,400,45.5
180,365,500,45.5
180,365,600,45.5
180,365,700,45.5
180,365,800,45.5
180,730,-300,56.52
180,730,-200,56.52
180,730,-150,56.52
180,730,-100,56.52
180,730,-80,56.52
180,730,-60,56.52
180,730,-50,56.17
180,730,-40,55.45
180,730,-30,53.94
180,730,-20,52.32
180,730,-10,51.18
180,730,0,53.08
180,730,10,53.06
180,730,20,53.0
180,730,30,54.27
180,730,40,56.26
180,730,50,61.13
180,730,60,65.38
180,730,80,65.38
180,730,100,65.38
180,730,150,65.38
180,730,200,65.38
180,730,300,65.38
180,730,400,65.38
180,730,500,65.38
180,730,600,65.38
180,730,700,65.38
180,730,800,65.38
180,1095,-300,61.06
180,1095,-200,61.06
180,1095,-150,61.06
180,1095,-100,61.06
180,1095,-80,61.06
180,1095,-60,61.06
180,1095,-50,64.99
180,1095,-40,69.04
180,1095,-30,66.5
180,1095,-20,66.83
180,1095,-10,67.02
180,1095,0,65.29
180,1095,10,63.61
180,1095,20,64.35
180,1095,30,65.43
180,1095,40,66.56
180,1095,50,67.72
180,1095,60,75.02
180,1095,80,75.02
180,1095,100,75.02
180,1095,150,75.02
180,1095,200,75.02
180,1095,300,75.02
180,1095,400,75.02
180,1095,500,75.02
180,1095,600,75.02
180,1095,700,75.02
